序号,用户,评论,时间
422,一顿瞎鸡巴弄,不弄个防弹玻璃罩着怎么能安心,5月4日 07:54
423,想做一个幸福的人-佳仁,怎么保存，不相信是一个人雕出来的,5月4日 07:54
424,余下风信子,太厉害了,5月4日 07:54
425,金钟罩铁布衫哈哈哈哈哈,匠人精神,5月4日 07:54
426,我想看大阅兵,太棒了,5月4日 07:54
427,素有清汤挂面,厉害,5月4日 07:54
428,乖乖小小羊羊,这种工匠精神我好爱,5月4日 07:54
429,随YYQX,也太厉害了吧,5月4日 07:53
430,璎落碧海,大国工匠，我都惊呆了！,5月4日 07:53
431,诺阴whly,太美了,5月4日 07:53
432,红烧的空心菜,厉害了,5月4日 07:53
433,雨天不打伞o,膜拜！！！匠人！！！,5月4日 07:53
434,是我幸运儿没错啦,大国工匠！,5月4日 07:53
435,小鱼小鱼你别跑,真正的巨匠！太感动了！,5月4日 07:52
436,脑子是个好东西灬,这4年就能完成也太太快了吧…说20年都感觉不会惊讶啊,5月4日 07:52
437,AoneAquarius姝祎,看的我目瞪口呆，大国工匠！！！,5月4日 07:52
438,游在云里的喵,同地区同专业,5月4日 07:52
439,鱼与昊然,…核舟记？,5月4日 07:52
440,你好高冷但我喜欢,我的天,5月4日 07:51
441,实诚的巨人,太优秀了！这就是当代的工匠精神啊,5月4日 07:51
442,A优质外贸,大国工匠!,5月4日 07:51
443,无糖糖Y,太厉害了吧,5月4日 07:51
444,ikun05L,太厉害了！我只能说哇塞！哇塞！！哇塞！！！致敬大国工匠！,5月4日 07:51
445,我是海莹,//:真有高人啊，我看的目瞪口呆,5月4日 07:50
446,苑一帆风顺耳,一个敢画一个敢刻,5月4日 07:50
447,听风爱旅行1981,太棒了吧,5月4日 07:50
448,X自信X86524,无价之宝,5月4日 07:50
449,海尓马桶,木头为什么不会烂掉,5月4日 07:50
450,期niuL,太厉害了吧,5月4日 07:50
451,八荒六合小仙女,我天,5月4日 07:50
452,曲曲5776,跪了，大国工匠,5月4日 07:50
453,鼠标侠007,工匠精神,5月4日 07:49
454,芈虍,牛逼牛逼牛逼,5月4日 07:49
455,小脑虎咋啦-,传世之作,5月4日 07:49
456,鳝变的世勋夫人,nb,5月4日 07:49
457,子函94佳丽,牛,5月4日 07:49
458,落花时节又逢君_H,大国工匠,5月4日 07:49
459,笑起来会卡粉的Anny,这个配音，宫殿君是你吗？,5月4日 07:49
460,思辰槿年,这就是真正的匠心精神呀!致敬,5月4日 07:49
461,厚芝士奶盖yokaw,这就是工匠精神啊！,5月4日 07:49
462,Gain_33807,把画给实体化了好厉害👍🏻,5月4日 07:49
463,去隔壁村浪吗,卧槽,5月4日 07:48
464,fantasticocoLee,致敬大师,5月4日 07:48
465,要怎么样子的昵称啊,牛批牛批牛批牛批牛批！！！,5月4日 07:48
466,懿夜央,太厉害了,5月4日 07:47
467,Mr荷西-jose,太牛了，真正的手艺人，真的震惊。,5月4日 07:47
468,凉白开TOTO,这要被国家保护起来的,5月4日 07:47
469,柯基和二哈的爱情,大师！,5月4日 07:47
470,西府海棠M,我的妈，太厉害了。,5月4日 07:47
471,三十三画53247,致敬大师,5月4日 07:47
472,Roy给楼下的小黄买狗粮,我的天，好精致,5月4日 07:47
473,明月清尘杨柳依,哇啊啊啊！我词穷了,5月4日 07:47
474,Gedankenerfahrung,这是要写入历史的,5月4日 07:46
475,value_feifei,妈呀，被震撼了,5月4日 07:46
476,开开心心每一天20609,哇塞！厉害了大神！,5月4日 07:46
477,冰神的棠主吖,太厉害了！！手艺人真的很棒！,5月4日 07:46
478,我也有虎牙哦,致敬大国工匠好厉害啊,5月4日 07:46
479,jiulixiusi,先生大国工匠，实乃我辈楷模,5月4日 07:46
480,上流也下流,过于牛逼了,5月4日 07:46
481,Daissmention22,这不是外星人的黑科技我都不信！！太nm强了！！！！！,5月4日 07:46
482,一鑫一意li,厉害,5月4日 07:46
483,不抽烟的柚子,👍 👍 👍,5月4日 07:45
484,爱旅游泉水,传世之作，无法用语言来表达的惊奇,5月4日 07:44
485,希大大大大大大,我想到了核舟记,5月4日 07:44
486,LYN甜甜,太厉害了,5月4日 07:44
487,xiaoxin6342259401,真想一睹风采！,5月4日 07:44
488,哪吒不闹海了,给跪了，高人一出手就是无价之宝级别的,5月4日 07:44
489,一千四百四十分z,我的妈呀,5月4日 07:44
490,战神麾下,致敬大国工匠，愿祖国两岸早日统一,5月4日 07:44
491,那些大道理,太厉害了！,5月4日 07:43
492,云边小贩,应该多关注这种非物质文化遗产的大师兄,5月4日 07:43
493,西柚你好i,太酷了！！,5月4日 07:43
494,djgmx,一种文化，精神的力量,5月4日 07:43
495,俺的碎碎梦,太牛了,5月4日 07:43
496,潭大包,哇，很厉害的啊,5月4日 07:43
497,盖尔加鸡腿,大学4年我一事无成，毕业4年我一事无成,5月4日 07:43
498,哦78290,哇塞，好激动啊，好感动。居然有人在做这么伟大的事情。,5月4日 07:43
499,一千四百四十分z,厉害了,5月4日 07:43
500,武汉Yohair创始人子贤,传世之作,5月4日 07:43
501,Wings_Ho0吉吉王国,大国工匠 精美绝伦的作品,5月4日 07:42
502,话明d受必铁_,又感动又惊叹,5月4日 07:42
503,我有皓月当空,卧槽卧槽！！造化钟神秀！！！,5月4日 07:42
504,玛卡巴卡的阿姨,看到这条新闻第一感觉就是好厉害但也真不容易,5月4日 07:42
505,小栗子的小栗籽,nb,5月4日 07:42
506,你可不像话哦,我目瞪口呆，太厉害了,5月4日 07:42
507,来髙謿,艺术家普通话说的还这么好,5月4日 07:41
508,等甚么君,这也太厉害啦,5月4日 07:41
509,坏人_zx,厉害呀,5月4日 07:41
510,今天要多吃肉肉,真的太优秀了！,5月4日 07:41
511,一个好昵称012,又一巨作诞生，中国🇨🇳匠人太6了,5月4日 07:40
512,犀利路亚,牛逼,5月4日 07:40
513,undefined609,四年！纤绳就耗费一吨木料！令人敬佩！,5月4日 07:40
514,Llinnnnn57,希望这样的手艺能得到传承,5月4日 07:39
515,依然的那个你888,天啊，他好厉害，要是我跟他有一样的毅力，现在几个亿不是问题,5月4日 07:39
516,韩娱新闻局特约评论员,大师,5月4日 07:39
517,aprilliyue,藏龙卧虎,5月4日 07:39
518,青青青青青丶草,一句，卧槽！走天下,5月4日 07:39
519,spring57,好厉害，立体的,5月4日 07:39
520,舒克和贝塔的黑猫警长,这才是值得传承的！,5月4日 07:39
521,叽哩哇啦吼,天哪！太厉害了,5月4日 07:39
522,大楠q的秘密,太厉害了👍,5月4日 07:38
523,其姝dmm,厉害👍🏻,5月4日 07:38
524,紫傲飛竹,一定要是好木料，要經得起時間的侵蝕。願祖國儘快統一🙏,5月4日 07:37
525,关耳妞爱羊肉哥哥,早日统一,5月4日 07:37
526,你怎么这么可爱ka,慕了,5月4日 07:37
527,hh_Miya胡胡,心中的震撼，无法形容,5月4日 07:36
528,南ge小朋友,老师傅太厉害啦，中国文化,5月4日 07:36
529,ng汽油弹,一件精美绝伦的作品呈现出来的工匠技艺和爱国情怀。,5月4日 07:35
530,Chen木木子,哇哦,5月4日 07:35
531,lhc1994,🐂🍺,5月4日 07:35
532,喵喵音音,佩服佩服，雕刻技术都不能用精湛来形容,5月4日 07:35
533,大眼owo233,woc!太腻害了,5月4日 07:35
534,lvy小艾,太厉害了,5月4日 07:34
535,ohonesty81836,太厉害了。真的有人这么执着的实现自己的梦想，为祖国贡献,5月4日 07:34
536,盐甜派,3 D版清明上河图,5月4日 07:34
537,kmy梦626,敬佩,5月4日 07:34
538,一只小尧仔鸭,目瞪口呆！！,5月4日 07:33
539,_道是寻常snij,转发微博,5月4日 07:33
540,三遍书生,一开始我以为只是简简单单的雕一个平面，看了之后才发现是多层次浮雕，牛掰,5月4日 07:33
541,迷路ing99,为什么哪哪都有清明上河图,5月4日 07:32
542,Mmmmnnnnn254,无价之宝,5月4日 07:32
543,七月茶花鹤,真是由衷的佩服,5月4日 07:32
544,野田静一,简直了！太棒啦吧！,5月4日 07:32
545,徐徐有鱼,请受在下一拜,5月4日 07:31
546,我偶像只出现在别人微博里,好棒啊,5月4日 07:31
547,凉雾吖,神奇！！！！,5月4日 07:30
548,我宝教我要正义,厉害厉害👍,5月4日 07:30
549,星野和奏,我日，这是人类能完成的事情吗,5月4日 07:30
550,我没能把你,太牛了吧,5月4日 07:29
551,我姓很特别,太厉害了,5月4日 07:29
552,山楂片片oky,这也太厉害了吧,5月4日 07:29
553,时光匆匆321,这又是件古董～,5月4日 07:29
554,炸炸小弟,致敬！,5月4日 07:28
555,肿么办唉,好厉害,5月4日 07:28
556,我是大红豆呀,大国工匠,5月4日 07:28
557,少女小小人儿2007,66666,5月4日 07:27
558,成年人就应该只玩一个号,太强了,5月4日 07:27
559,love我幸福的小窝,太牛了,5月4日 07:26
560,看我和善的小眼神,哇,5月4日 07:26
561,shollon,牛🐮,5月4日 07:26
562,一妤七七,我的天啊，太厉害了,5月4日 07:26
563,Mr_Haigui,转发微博,5月4日 07:25
564,C康KingY,平面变立体,5月4日 07:25
565,时苒苒7,厉害,5月4日 07:25
566,原子弹的根据地,牛，这个太难了,5月4日 07:25
567,子小月半月半,太厉害了，工匠精神！,5月4日 07:25
568,安安-SH联合创始人,厉害厉害 这雕刻的太细致了,5月4日 07:24
569,好孩纸vvv,好棒，理念伟大。望中国越来越好，统一，爱中国❤,5月4日 07:24
570,壹姈zsy,❤️ 致敬大国工匠,5月4日 07:24
571,猫猫小纯洁,这又将是历史文化瑰宝致敬！,5月4日 07:24
572,高尤尤,👍,5月4日 07:23
573,小小太阳有彩虹,牛，致敬,5月4日 07:23
574,雏薇奶糕,技艺传承下去吧，希望有足够收入支撑,5月4日 07:23
575,圭圭QQ的妈妈饭,为我们优秀的大国匠人👍👏,5月4日 07:23
576,wonder何,天哪，太难以置信了！！！！！！！！太赞了！！！！！！！！,5月4日 07:23
577,90后清凉小镇与凉梦,技术活儿，高人,5月4日 07:23
578,camy微微,叹为观止,5月4日 07:23
579,#NAME?,真正的匠人！,5月4日 07:23
580,看月升,为啥我感觉这个新闻我以前看到过,5月4日 07:23
581,九月的燕云,能工巧匠，高人,5月4日 07:22
582,分土必争分草必得,算“超级工程”了,5月4日 07:22
583,一个逗比的老婆婆,太厉害了吧！！！匠心,5月4日 07:22
584,小多米20160114,真的太厉害了👍,5月4日 07:22
585,赵RUI雪_Rise,他的人生是有意义有价值的！,5月4日 07:21
586,风清云淡gmr,太厉害了！👍👍👍,5月4日 07:21
587,编辑幸福z,」早上起来看见这句话，,5月4日 07:21
588,汉河无极,哇⊙∀⊙！，匠人精神！,5月4日 07:21
589,秋风不扫1101,传世之作啊,5月4日 07:20
590,Acai_G,致敬大国工匠,5月4日 07:20
591,SiKi是小澌,真的是心血,5月4日 07:19
592,Alisa--佳,叹为观止!致敬大国工匠~,5月4日 07:19
593,CallMeTayTay,立体的，真大国工匠,5月4日 07:19
594,加大大大大号仙女--,致敬大国工匠,5月4日 07:19
595,喵咪貓咪曉柒柒,手艺一定不能失传啊！,5月4日 07:19
596,西奥多夺躲剁,好棒啊，想去参观,5月4日 07:19
597,小柴不姓陈,台湾要收复了,5月4日 07:19
598,Wuli翠翠翠,目瞪口呆,5月4日 07:19
599,Guo富荣呀,真厉害啊  太牛了,5月4日 07:18
600,西瓜柠檬蜂蜜汁,这是仙人吧,5月4日 07:18
601,长期对生活表示不满的妮玛,震撼,5月4日 07:18
602,辣条仙女的世界,卧槽,5月4日 07:18
603,不吃土的汪,惊呆了,5月4日 07:18
604,初冬Agoni,匠人精神！,5月4日 07:18
605,吉六,莆田骄傲,5月4日 07:18
606,爱音乐美食还想瘦的孩子,我下巴已经掉了，真的是像神仙才能做到的事,5月4日 07:18
607,柚子茶我最爱,🐮 🐮 🐮 🐮 🐮 🐮,5月4日 07:18
608,天梦岳野,每个雕刻的细节，都是喜悦,5月4日 07:18
609,NBA联盟history,我是真佩服蒲团人、咋啥都能整出来？,5月4日 07:18
610,村东头的西兰花儿,太牛了。,5月4日 07:18
611,可可味的OliViA,大国工匠👍,5月4日 07:17
612,zdh润,伟大的匠人,5月4日 07:17
613,不要说废话yyxzqx,这个真的是厉害了,5月4日 07:17
614,南北Eliauk,👍🏻,5月4日 07:17
615,带着我崽玩泥巴,我靠，666,5月4日 07:17
616,高校教师考编面试培训,致敬大国工匠，这是一个有情怀的传承者呀,5月4日 07:17
617,暮深深不知浅,太厉害了吧！！！！！！！！,5月4日 07:16
618,Christinatyr,哇，这也太厉害了,5月4日 07:16
619,Alice1106_,术业有专攻,5月4日 07:16
620,倾轻_cookie,工匠精神,5月4日 07:16
621,小丑鱼噗噜噜,叹为观止，太厉害了！,5月4日 07:16
622,cc521lb,真的，太厉害了,5月4日 07:16
623,我是个果子,工匠精神 大国情怀 坚毅沉稳,5月4日 07:16
624,看太阳东边落下,一件无价之宝,5月4日 07:16
625,Evelyn张璐,天呐！,5月4日 07:16
626,普萘洛尔k,太厉害了吧,5月4日 07:15
627,花间提壶小米妮_,高手在民间啊,5月4日 07:15
628,V_林家小猫咪,厉害啊,5月4日 07:15
629,胡木木的故事,最后的寓意太好了吧！,5月4日 07:15
630,夏天5285,太厉害了,5月4日 07:15
631,七月风鸣,致敬大国工匠,5月4日 07:14
632,马马5871,这才是匠人,5月4日 07:14
633,伦敦的云彩可以卖钱,不缺匠人 独缺匠心…致敬佩服,5月4日 07:14
634,你是一只大白鹅,感动  两侧两岸。文化自信，我又读懂了一些,5月4日 07:14
635,青小椒5658,叹为观止，太厉害了。震撼,5月4日 07:14
636,宝清小,他们都说我的坐标是你的眼神焦点，,5月4日 07:14
637,愿我们都能够善良一点,厉害厉害,5月4日 07:14
638,2到家的小朋友,这手艺，绝了,5月4日 07:14
639,亲爱的夏目,太美了！！,5月4日 07:14
640,饼干稀,心中只有两个字 服了,5月4日 07:13
641,粗发肯定会任性一下哦,牛逼！,5月4日 07:13
642,另一个Q大姐,我除了发出一阵“哇……”之外，真的没有办法表达我的敬佩之情！中国匠人，牛！,5月4日 07:13
643,闰土大表嫂,太厉害了，天呢，高手,5月4日 07:13
644,杜超1572,大师！,5月4日 07:13
645,角落那窗口闻得到玫瑰花香D,有梦想谁都了不起,5月4日 07:13
646,日昜女口月,这也太牛了！哇……在未来这就相当于我们看到的古代文物啊,5月4日 07:12
647,念尔零落逐风寒,厉害厉害,5月4日 07:12
648,仝琳0,为什么不刻在石头上，保存时间久点,5月4日 07:12
649,Baby尼桑,这么的艺术作品，怎么保养啊。,5月4日 07:12
650,庸人不自扰丫,好厉害,5月4日 07:12
651,粉碎岛蛙的清天白曰梦,中国雄鸡地图，台湾这个鸡脚要收回，雄鸡双脚所站之地南海也要收回，驱赶东南亚顽寇把他们统统赶出中国九段线。 ​​​​,5月4日 07:11
652,Silly鹤9,好伟大,5月4日 07:11
653,我是--阿狸,好厉害啊,5月4日 07:11
654,千潜乾欠丶,目瞪口呆,5月4日 07:11
655,戒股所,真震撼,5月4日 07:11
656,jjHu48678,重現國寶江山,5月4日 07:10
657,像战战一样上向才行,太厉害了,5月4日 07:10
658,兮兮鸢尾,手上有绝活，心中有理想。,5月4日 07:10
659,晶莹水滴98921801,大国工匠！！,5月4日 07:10
660,我是唐源,是很厉害，不过我觉得更厉害的是清明上河图雕刻在10cm 左右的木块上！,5月4日 07:09
661,果果安,牛,5月4日 07:09
662,呵呵哒呢嚯嚯嚯盒盒盒盒,好细致啊！太厉害了！,5月4日 07:09
663,小智flying,致敬大国工匠！叹为观止！,5月4日 07:09
664,底米缌,不大宽敞的门前挂着一串风铃，,5月4日 07:08
665,无穷温柔的奇迹,赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞,5月4日 07:08
666,Bieber今天更好了吗,别人的四年，我的四年,5月4日 07:08
667,我是龙猫露,中国手艺刻中国名画，这真是一个伟大的作品，真希望这门手艺能继续传承下去,5月4日 07:08
668,玖玖龟壹,这个可以算是巨作了吧,5月4日 07:08
669,落花怯相思,好厉害，好厉害，别说刻，让我画个人，画得栩栩如生，四年也画不出来。太厉害了，哇哇,5月4日 07:08
670,李若昀,什！么！叫！大！国！匠！人！,5月4日 07:08
671,萍Ailsa,太牛了,5月4日 07:08
672,赵鉄柱z,前段时间有个乡村老师是用粉笔和十几块黑板把清明上河图给画了出来,5月4日 07:08
673,杰澍,核舟记,5月4日 07:07
674,薄荷叶YI,有些大件木雕前期得把不要的部分大致锯掉，不知道多少工人的手指被不小心锯掉，做木雕不容易,5月4日 07:07
675,清酒Godmua,服气,5月4日 07:07
676,清酒Godmua,厉害,5月4日 07:07
677,米色小果6488485270,这需要多少的耐心、细心，卓越手艺！,5月4日 07:07
678,许多风跑了过去,我只能想到，卧槽！,5月4日 07:07
679,我去九楼买饮料,太太太太厉害了,5月4日 07:06
