序号,用户,评论,时间
865,MissVember,子柒啊，上传到youtube的视频可不可以在片尾多加个几秒钟的黑幕呢？最后都会被推荐视频的窗口遮住几乎一半的画面，比如这期结尾与画中的女孩一模一样的精彩一幕，却被几乎遮全了就提个小小的建议哈，一如既往爱你,4月16日 18:55
5093,立正跟着大姐,子柒啊，你知道一个人的再生性是什么吗？就是你这样的影响力啊，喜欢你，喜欢你的视频之后，我变得勤劳了不少，谢谢你，加油💪,3月27日 20:06
17647,大熊露,子柒啊,3月23日 02:23
4353,上岸花儿,子柒~我们的骄傲,3月28日 21:23
21150,Dr嘚嘚,子柒～开服装厂吧,3月22日 22:34
9802,花与花樽H,子柒。我好想哭，抑郁了。,3月24日 00:59
4112,橙果哒妈妈,子柒，做个平遥漆漆首饰盒吧，正好放你的珍珠,3月29日 09:14
11064,甜甜的酱果Hui,子柒，最棒啦！,3月23日 21:29
19441,爱抠脚的公主,子柒，子柒，我来啦,3月22日 23:40
30730,草莓果茶加冰,子柒，真的太棒啦,3月21日 19:47
16484,苮度瑞拉旳眼錑,子柒，真的好想你，从视频再次看到你好激动，太久没见了，拜托让我中一次吧，,3月23日 08:43
30829,宁远侯府大娘子,子柒，真的好棒呀！手真的超级巧，真的太棒啦。特别特别喜欢这种慢下来的生活。视频都，给人一种岁月静好的感觉。太美好了！,3月21日 19:36
4430,多喝开水吨吨吨,子柒，真棒,3月28日 19:20
5428,张的小的二,子柒，远在新疆的小朋友求翻牌,3月27日 11:52
3433,紫沁馫,子柒，有库存吗。多更新点,3月30日 01:23
26181,划划子dream,子柒，永远这么下去吧！,3月22日 14:01
27835,永夜的非凡人生,子柒，辛苦你了，加油,3月22日 06:08
17393,欣馨玥甜,子柒，谢谢您。活得那么有力那么美！,3月23日 05:25
24217,长青圆子,子柒，谢谢你给这个世界带来的极致和美好。 是光一样的存在，点亮平凡夜空中每一个受到慰藉的心灵。,3月22日 20:51
8924,苏夏天V,子柒，像空谷幽兰，又像石头里长出来的花，坚韧有力量。每次看了视频总能让浮躁的心安静，每次视频都是做到完美。,3月24日 16:09
2841,萌爷LM,子柒，想看马蹄的一生,4月1日 08:05
3949,念忆往昔奋勇直前,子柒，喜欢你快4年了，从你身上我学会了很多,3月29日 14:30
6511,徐菇凉BIU,子柒，我真的爱死你了，你到底还有啥不会做的,3月26日 10:06
4999,子恒214,子柒，我想要你的签名筷子,3月27日 22:09
720,余相祎yi,子柒，我想好好学化妆。 然后为你化妆,4月21日 14:08
11228,深海少女Oooo,子柒，我我我,3月23日 21:03
11143,沥秋h,子柒，我是从你以前还在玩美拍就关注了你的，那时候你还不火，但一下就吸引到了我，那一期视频的开始是你在玩笋子虫，不知道你还记不记得，让我很有童年的感觉，一晃好多年过去了，你变得越来越火，我把你推荐给了我身边的朋友，大家都很喜欢你，我真的特别开心你能越来越好,3月23日 21:17
29001,石榴小艾,子柒，我前些日子还在想这个蓝布哪里买呢，在你橱窗搜了个遍没找到，今天看见，哈哈，如果幸运，期望非遗传承人老爷爷做的一个蓝围裙。老爷爷做的蓝染布品，希望可以买到,3月21日 23:15
18680,斗鱼,子柒，我们全家都喜欢你，都支持你！我那个两岁多的女儿，每天晚上睡前都会嚷着说：“看姐姐！看姐姐……”爱死你的视频了。,3月23日 00:18
15731,互粉爱尚生活爱尚美,子柒，我关注你的视频好久啦，我真的好佩服你，真心以你为荣。你将中国传统文化在我们年轻一辈中弘扬并使其得到重视，在潜移默化中教会了我们好多传统非遗产品做法，并让我们体会了乐趣，净化了心灵。也让我们年轻一辈更有民族荣誉感，让海外的朋友对中国我们国家尊敬。,3月23日 09:53
18168,慢妮儿honey,子柒，虽未留过言 但你的视频我都按时打卡，今天这期真的被感动了！记得大学非遗学过蜡染和扎染，毕业工作就没有精力研究，看完你的视频，虽知你做的这些很辛苦，需很努力才能做到，但能做自己喜欢的那些美好事物是多么幸福的事情，希望你不忘初衷，做出更多惊艳之作，祝福你越来越好  ,3月23日 00:57
10748,LYD北极星,子柒，勤劳的姑娘，终于等到你的更新了，看了好多遍！好棒👍,3月23日 22:12
29844,小肥998,子柒，婆婆的脚指甲长了,3月21日 21:46
20000,蓝蓝梓羽,子柒，平时要注意保养手哦！,3月22日 23:18
1804,青瓜茅店月,子柒，年夜饭的视频没发呢,4月4日 20:27
3699,女孩子是最可爱的人呀,子柒，你终于更新视频了，好想你啊，每次逛微博，都要来瞅瞅你。,3月29日 22:04
13027,岁月静帆yy,子柒，你指甲染色了,3月23日 15:48
27062,一只小仙i,子柒，你知道吗？每次看你的视频，就像对这个世界加血一样，又对生活充满了希望。,3月22日 10:40
20414,s唧唧u歪歪n,子柒，你真的太用心了吧,3月22日 23:01
9854,lz吃枇杷,子柒，你怎么什么都会啊，太棒了,3月24日 00:33
16444,谢彩虹xch,子柒，你怎会如此强大，太爱你了，好像给你快递一些护手霜，手手太辛苦了,3月23日 08:47
30184,YvonneWoo-,子柒，你要不要计划一下做个古琴啊,3月21日 20:58
3803,Elsa沙莎沙莎,子柒，你是仙女对吧,3月29日 19:51
1263,腐哩符琦,子柒，你认真的话样子真有魅力,4月12日 00:03
1046,蕙鎔97,子柒，你快多抹点护手霜吧，要好好保护你的手,4月14日 10:10
22930,hhhwfei,子柒，你家的螺蛳粉什么时候发货,3月22日 21:36
18050,YYY米米,子柒，你好棒哦，一直拍舒服有治愈的视频，很喜欢你说这个视频拍了一年多了，原来我看的美，是你背后的付出，还叮嘱我们注意安全，很有心你是一个坚强乐观，行动力很强有主见的女孩，也鼓励着我向你看齐，强么么哒不管你能不能看到，都希望你一直开心幸福，一定照顾好自己,3月23日 01:09
32597,万物静墨如迷,子柒，你还有什么不会的吗,3月21日 15:27
4397,用户h2k21cyri4,子柒，你干这么多活累不累啊,3月28日 20:18
12017,慵懒84777,子柒，你到底是什么神仙女孩,3月23日 18:42
5451,Iris铱,子柒，你不是说打算换个主题吗？为什么还是“蓝草的一生，蓝印花布的一生，李子柒蓝裙子的一生啊”…,3月27日 11:16
29764,阿璃璃呀,子柒，你变得越来越厉害，越来越好啦开心,3月21日 21:55
26055,XK-本妙觉心,子柒，能不能公布你那些视频里的背景音乐？,3月22日 14:28
26792,我愿送你一世格桑,子柒，哪里能找到你的视频高清版呀，我想放给我的孩子看。你也可以出个专辑，肯定大卖！,3月22日 11:45
14991,傲雪之梅99,子柒，默默注视你,3月23日 11:19
598,B冰封绝尘,子柒，美美哒，爱你哦,4月27日 11:21
3679,女孩子是最可爱的人呀,子柒，美呆喽,3月29日 22:22
9378,巴适憨憨,子柒，每天都在等你更新，终于等到了，太美了太美了！,3月24日 11:07
19968,徐维妮,子柒，每次听到你喊婆婆的时候，我就想哭，我也好想把我婆婆接身边来，奈何自己要上班又要带娃，没有时间精力照顾得到我婆婆！希望有一天我也能像你一样每天配在婆婆身边！,3月22日 23:19
4994,沙婳chen,子柒，看看这是什么。太对得起这段时间的等待了！嗦一下满满的幸福感,3月27日 22:11
10588,夏沫叻,子柒，简直就是仙女下凡了,3月23日 22:32
11506,昕宝贝安,子柒，很喜欢你的视频,3月23日 20:14
4574,Candy_Xiao莹,子柒，好想你啊！终于发视频了，辛苦你了，这一整年的准备！！！画得太漂亮了,3月28日 14:58
22109,暖暖-Rita,子柒，好想你,3月22日 22:02
19978,口冬安,子柒，好久不见。,3月22日 23:19
75,天雅觅芝音,子柒，好久不见，甚是想念！估摸着你出现在我的梦里，也就意味着你也想我们大家了！最近这段日子是否有好好休息呢？从民国的点滴消息可以看出你一点也不闲吧，疫情不隔离爱和温暖，谢谢你付出的一切！如今春暖花开，山河基本无恙，我们柒家人永远和你同在！,3月20日 12:53
22827,可不可以元气满满啊,子柒，好久不见！再次看到你的视频，真的很开心！可是想到可能有你的粉丝已经永远看不到你的视频了，可能有些跟我一样喜欢你的人已经变成了新增死亡人数里面的一个数字，我就很难过！,3月22日 21:39
9839,北城的小酒馆,子柒，好久不见,3月24日 00:38
19720,星辰蓓蕾,子柒，好好保护双手啊,3月22日 23:28
6094,轩欣梅,子柒，好棒呀！,3月26日 17:24
8709,费雯丽真美,子柒，感谢你在疫情期间为湖北出了这么多力，祝你事事顺心，平安快乐！,3月24日 18:57
30192,LI_XIAOYI,子柒，等你更新微博，等了好久了，想你，佩服你的多才多艺,3月21日 20:57
6141,闹闹闹789,子柒，等了好久总于等到你了，视频很好，你的关心爱你的人都收到了，你也要好好照顾自己,3月26日 16:35
27507,七月独登岳阳把酒临风,子柒，出关了,3月22日 08:57
10554,皇甫彧886,子柒，不但是厨艺大师，还是艺术大师，厉害👍,3月23日 22:36
32253,CCmylife,子柒，保护自己的受，看着心疼,3月21日 16:08
7832,亲故200536,子柒，把年夜饭的视频发出来看看,3月25日 09:55
14055,考研各种考试资料,子柒，爱你好久不见！,3月23日 13:20
20013,常青的微博love,子柒！呐~,3月22日 23:17
2463,千秋万盏,子柒！！！！！！,4月2日 01:07
21591,A哲鞋馆01,子柒！,3月22日 22:19
5679,lynn44264,子柒  我来了  好厉害呀  这么优秀又努力,3月27日 00:15
32442,二十二-_,子柒  我好爱你呀,3月21日 15:46
32487,二十二-_,子柒  你的手还说自己在休息呢  疫情期间忙的不得了吧  我们都懂的,3月21日 15:41
32494,二十二-_,子柒   你画画真的好好看呀,3月21日 15:41
23363,逆光____,子柒   感觉好舒适,3月22日 21:20
3355,鱼鱼61568,子柒 最近咋视频更新好慢,3月30日 08:44
16519,一只猫不吃折耳根,子柒 子柒 子柒,3月23日 08:39
26112,折羽田共,子柒 终于等到你了 我们这两次考试都有你的材料 昨晚作文也写了你呦,3月22日 14:14
2517,祥明博士,子柒 一位有意思的女子 创造了不一样的价值,4月2日 00:05
4070,初空521,子柒 辛苦了,3月29日 10:47
12255,做到好梦了吗00,子柒 我就是那种只看不点赞也不评论但你的每期视频我都有看的人 两个微博号都关注你了 每次一有更新我就喊室友一起来看 这次真的隔了太久没发视频了 春暖花开疫情快过去了 子柒也要注意防护喔～爱你,3月23日 17:58
28582,咻咻咻咚嘟嘟嘟,子柒 太棒了,3月22日 00:04
31331,吁嗟-,子柒 太棒啦,3月21日 18:16
330,倒拔垂杨柳的小叮当,子柒 你为何如此优秀 看得我热泪盈眶,5月3日 15:23
18463,Pierle,子柒 你太优秀了,3月23日 00:31
4045,米suo55,子柒 你是神仙吗,3月29日 11:52
29520,就叫马倪,子柒 能不能给个被你翻牌的机会,3月21日 22:22
3448,LORIORIRII,子柒 看你的视频真的能让内心平静 谢谢,3月30日 01:08
8487,KendylZ,子柒 好想去你家吃饭啊好想尝尝姐姐的手艺 看起来也太好吃了,3月24日 21:36
22545,JG-誌儿,子柒 好久不见 辛苦啦,3月22日 21:48
21437,一颗柠檬精星辰辰,子柒 超级喜欢你的视频 感觉你就是活在我理想世界里的人 羡慕你也超级爱你的,3月22日 22:24
3327,Kikyou_桔梗,子柒,3月30日 10:03
3583,小园圈满眼只有你的嗲胡,子柒,3月29日 23:35
6612,琑儿勇敢飞,子柒,3月26日 07:44
7476,Sorceress-Mona,子柒,3月25日 14:23
17540,Cc-LaiBH,子柒,3月23日 03:07
25574,好好学习去看源哥,子柒,3月22日 16:37
7456,黯冥北辰,子非鱼焉知鱼之乐，子非蓼蓝焉知蓼蓝不疼？断枝，磨粉，火烤，水煮~！然知与不知亦为自然之道，仍有该做的事，低端生物的命。或许不知道吧，毕竟没人那么发达的神经系统也没见着大脑，我就奇怪了，植物和动物的区别这么大，是什么导致的呢,3月25日 14:40
23975,妳的少女,子7⃣️要顺遂平安啊,3月22日 20:59
9781,LindaDaDaDa,子7～你太棒👍了,3月24日 01:12
12135,有翼梦开始的地方,濯清涟而不妖的博主❤,3月23日 18:20
17600,碓氷拓海我老公啊49,准备了一年，真的很用心，视频很好看，很治愈,3月23日 02:42
15492,九月灯火,准备了好久的一个视频啊～我什么时候能这么有耐心🙈,3月23日 10:17
17309,豆绍钧179,准备到时候去电影院看这个电影呢,3月23日 06:32
9718,屋檐下的雨沥,坠落凡间的仙女,3月24日 02:19
3199,xiao瑾瑄,追随了你几年了，很多时候都怀疑你是不是古代穿越过来的，带来了古代中国的黑科技,3月30日 17:54
29246,废材大爷是大美女,追了这么多年视频，第一次留言希望抽中我，因为第一眼爱上蓝染,3月21日 22:51
24840,音余际涯,追了三年多，叫了三年多的老婆，每一期不让人失望。,3月22日 19:42
30301,捣蛋的毛豆,壮族自治区的朋友们用植物捣出来的蓝色的布，不掉色，真的很神奇！,3月21日 20:42
3987,舒泉周一,轉發微博,3月29日 13:25
5553,这人间相逢是首歌,轉發微博,3月27日 08:25
16019,Machiro,轉發微博,3月23日 09:26
9652,蒋公的面子L,赚那么多钱也没见你捐点款,3月24日 06:29
24347,清少无端,转转,3月22日 20:46
11129,呵呜哇,转起来虽然不会抽到我呜呜呜,3月23日 21:19
24780,是九糸啊啊啊,转评好多……试图中奖,3月22日 19:55
2459,onemyy-,转过最不可能抽到的子柒姐姐的奖,4月2日 01:10
25763,山与何,转咯，好希望被抽中,3月22日 15:40
31262,诗酒趁年华-yy,转发中奖,3月21日 18:29
433,冷月静海,转发微博,4月29日 16:39
644,拥有的不一定是最好的,转发微博,4月24日 22:20
790,柠檬草的味道ne,转发微博,4月18日 20:46
1090,安迪杜佛伦,转发微博,4月14日 00:16
1157,听说我们不曾落泪刷子,转发微博,4月13日 21:34
1235,潘多拉的魔盒里还有希望,转发微博,4月12日 19:42
1358,烟雨濛濛zyx,转发微博,4月10日 15:25
1390,镜子zgnn,转发微博,4月9日 23:21
1624,给钱干什么都行,转发微博,4月6日 11:20
1905,柠檬今天吃柠檬了么,转发微博,4月4日 12:45
1956,逗比小司司turbo,转发微博,4月3日 23:37
1969,是玲琳呀,转发微博,4月3日 21:47
2063,硬硬的络腮胡,转发微博,4月3日 07:29
2466,两个羊角辫啊,转发微博,4月2日 01:02
2642,鱼鱼浅溪,转发微博,4月1日 22:42
2739,_Noora很A_,转发微博,4月1日 20:30
3039,清风大泽,转发微博,3月31日 12:01
3049,阳城男士,转发微博,3月31日 10:51
3372,倾月逸笑,转发微博,3月30日 07:33
3634,目兜目兜,转发微博,3月29日 23:04
3895,宝蓝海中的仰望敏敏,转发微博,3月29日 16:56
3953,STAYWITHME85,转发微博,3月29日 14:20
4002,橘子boss就是我,转发微博,3月29日 13:05
